Transaction_ID,Service_Date,Client_ID,Dog_ID,Service_ID,Campaign_ID,Revenue,Estimated_Cost,Gross_Profit,Discount_Rate,Trainer_Hours,Travel_Miles,Satisfaction_Rating,Training_Outcome,Payment_Status,Follow_Up_Required
T00201,2025-08-30,C0032,D0046,S006,,60.0,16.75,43.25,0.0,1.2,11.6,5,Completed Goals,Pending,No
T00202,2026-02-02,C0032,D0047,S008,,85.0,27.49,57.51,0.0,1.22,9.9,5,Excellent Progress,Paid,No
T00203,2025-09-10,C0032,D0046,S010,,20.0,8.13,11.87,0.0,0.63,8.2,5,Completed Goals,Paid,No
T00204,2026-01-10,C0032,D0046,S002,,356.25,95.76,260.49,0.0,1.22,11.7,5,Completed Goals,Paid,Yes
T00205,2026-02-24,C0032,D0047,S008,,80.75,25.65,55.1,0.05,1.3,11.7,5,Moderate Progress,Paid,Yes
T00206,2026-04-30,C0032,D0047,S001,,125.0,35.24,89.76,0.0,1.26,11.1,5,Completed Goals,Paid,No
T00207,2025-02-19,C0032,D0046,S003,M001,675.0,186.98,488.02,0.0,1.32,9.8,5,Excellent Progress,Paid,Yes
T00208,2026-02-25,C0032,D0047,S007,,45.0,13.94,31.06,0.0,0.76,8.5,5,Moderate Progress,Paid,No
T00209,2025-03-06,C0033,D0048,S001,,125.0,41.63,83.37,0.0,1.33,14.1,5,Moderate Progress,Pending,No
T00210,2025-08-09,C0033,D0048,S009,M007,105.0,34.73,70.27,0.0,1.71,10.2,5,Excellent Progress,Paid,No
T00211,2026-03-07,C0033,D0048,S005,M007,45.0,14.89,30.11,0.0,0.92,10.8,5,Excellent Progress,Paid,Yes
T00212,2026-03-24,C0033,D0048,S008,M007,85.0,23.25,61.75,0.0,1.16,8.2,5,Excellent Progress,Paid,No
T00213,2025-08-21,C0034,D0049,S003,,675.0,181.42,493.58,0.0,1.14,19.5,5,Completed Goals,Paid,No
T00214,2025-12-16,C0034,D0049,S014,M006,58.5,26.71,31.79,0.1,6.35,17.5,5,Completed Goals,Paid,No
T00215,2025-12-25,C0034,D0049,S015,M006,28.5,7.55,20.95,0.05,0.75,14.9,5,Moderate Progress,Pending,No
T00216,2025-08-05,C0035,D0050,S009,,105.0,31.22,73.78,0.0,1.79,21.6,5,Completed Goals,Paid,No
T00217,2025-09-17,C0035,D0050,S008,,76.5,23.89,52.61,0.1,1.39,24.3,5,Completed Goals,Paid,No
T00218,2025-11-29,C0035,D0050,S004,M006,27.0,8.92,18.08,0.1,0.75,23.3,5,Completed Goals,Pending,Yes
T00219,2025-08-16,C0035,D0050,S012,,60.0,14.07,45.93,0.0,1.2,22.6,5,Moderate Progress,Pending,No
T00220,2026-02-24,C0036,D0051,S004,M008,27.0,9.14,17.86,0.1,0.63,2.0,5,Moderate Progress,Paid,No
T00221,2026-02-23,C0036,D0051,S004,M008,27.0,8.85,18.15,0.1,0.85,7.7,5,Completed Goals,Paid,No
T00222,2026-02-11,C0036,D0051,S004,M008,28.5,10.67,17.83,0.05,0.65,5.1,5,Completed Goals,Paid,Yes
T00223,2025-10-22,C0036,D0051,S012,M008,60.0,16.19,43.81,0.0,1.28,5.7,5,Excellent Progress,Paid,Yes
T00224,2025-11-20,C0036,D0051,S005,M008,45.0,16.63,28.37,0.0,1.13,5.6,5,Completed Goals,Paid,No
T00225,2026-02-02,C0036,D0051,S013,M008,125.0,43.4,81.6,0.0,12.23,8.0,5,Completed Goals,Paid,No
T00226,2026-04-10,C0036,D0051,S003,M008,641.25,184.39,456.86,0.05,1.1,6.7,5,Completed Goals,Paid,No
T00227,2026-02-19,C0036,D0051,S014,M008,58.5,23.11,35.39,0.1,6.39,5.6,5,Completed Goals,Pending,No
T00228,2025-08-14,C0037,D0052,S006,M008,57.0,18.89,38.11,0.05,1.1,7.0,5,Excellent Progress,Paid,No
T00229,2025-04-24,C0037,D0052,S006,M008,57.0,21.36,35.64,0.05,1.33,11.7,5,Moderate Progress,Paid,Yes
T00230,2025-07-12,C0037,D0052,S005,M008,42.75,12.55,30.2,0.05,1.02,11.1,5,Moderate Progress,Paid,No
T00231,2025-05-25,C0037,D0052,S005,M008,45.0,16.46,28.54,0.0,1.02,9.1,5,Excellent Progress,Paid,No
T00232,2025-05-01,C0037,D0052,S014,M008,65.0,21.97,43.03,0.0,6.09,10.4,5,Completed Goals,Paid,No
T00233,2025-09-26,C0037,D0052,S004,M008,30.0,13.54,16.46,0.0,0.67,13.7,5,Needs Follow-Up,Paid,Yes
T00234,2025-08-26,C0037,D0052,S002,M008,356.25,90.85,265.4,0.0,1.32,8.9,5,Moderate Progress,Paid,No
T00235,2025-06-07,C0037,D0052,S010,M008,19.0,11.73,7.27,0.05,0.71,8.2,5,Excellent Progress,Paid,Yes
T00236,2025-07-30,C0037,D0052,S008,M008,85.0,23.52,61.48,0.0,1.09,12.0,5,Completed Goals,Pending,No
T00237,2025-08-22,C0037,D0052,S005,M008,45.0,16.84,28.16,0.0,1.04,8.2,5,Moderate Progress,Paid,No
T00238,2026-05-13,C0037,D0052,S013,M008,125.0,40.49,84.51,0.0,12.1,11.2,5,Completed Goals,Pending,No
T00239,2025-11-30,C0037,D0052,S011,M008,30.0,9.51,20.49,0.0,0.6,14.1,5,Excellent Progress,Pending,Yes
T00240,2025-10-28,C0038,D0053,S007,M008,45.0,16.19,28.81,0.0,0.85,1.3,5,Excellent Progress,Paid,No
T00241,2026-04-07,C0038,D0053,S005,M008,45.0,16.34,28.66,0.0,0.93,5.0,5,Completed Goals,Pending,Yes
T00242,2026-04-30,C0038,D0053,S002,M008,320.62,91.08,229.54,0.1,1.15,3.3,5,Excellent Progress,Paid,Yes
T00243,2025-07-21,C0038,D0053,S011,M008,30.0,10.4,19.6,0.0,0.58,4.6,5,Moderate Progress,Pending,No
T00244,2025-09-06,C0038,D0053,S001,M008,125.0,41.51,83.49,0.0,1.12,3.9,5,Moderate Progress,Paid,No
T00245,2025-12-14,C0038,D0053,S007,M008,45.0,13.86,31.14,0.0,0.56,1.0,5,Completed Goals,Pending,No
T00246,2025-09-11,C0038,D0053,S001,M008,125.0,36.35,88.65,0.0,1.28,4.6,5,Needs Follow-Up,Pending,No
T00247,2026-03-23,C0039,D0054,S010,,19.0,7.99,11.01,0.05,0.42,12.8,5,Excellent Progress,Paid,Yes
T00248,2025-11-09,C0039,D0054,S013,,125.0,40.89,84.11,0.0,12.27,13.1,5,Completed Goals,Pending,No
T00249,2026-03-09,C0039,D0054,S005,,45.0,15.13,29.87,0.0,0.94,12.3,5,Needs Follow-Up,Pending,No
T00250,2025-11-02,C0039,D0054,S015,,30.0,12.89,17.11,0.0,0.63,9.0,5,Moderate Progress,Paid,No
T00251,2026-01-22,C0039,D0054,S001,,125.0,35.97,89.03,0.0,1.18,11.1,5,Completed Goals,Paid,No
T00252,2025-09-20,C0039,D0054,S005,,45.0,13.21,31.79,0.0,1.09,12.0,5,Excellent Progress,Pending,No
T00253,2026-03-23,C0039,D0054,S001,,125.0,40.46,84.54,0.0,1.37,9.1,5,Moderate Progress,Paid,Yes
T00254,2026-04-05,C0039,D0054,S010,,18.0,8.67,9.33,0.1,0.5,11.0,5,Completed Goals,Paid,No
T00255,2025-09-15,C0040,D0055,S015,M004,30.0,9.02,20.98,0.0,0.83,1.2,5,Completed Goals,Pending,Yes
T00256,2025-08-22,C0040,D0055,S004,M004,30.0,11.37,18.63,0.0,0.62,3.2,5,Excellent Progress,Paid,No
T00257,2025-09-07,C0040,D0055,S004,M004,27.0,12.7,14.3,0.1,0.7,2.8,5,Completed Goals,Paid,No
T00258,2025-12-11,C0040,D0055,S015,M004,27.0,7.02,19.98,0.1,0.57,6.5,5,Completed Goals,Paid,No
T00259,2025-12-13,C0040,D0055,S003,M004,675.0,180.1,494.9,0.0,1.29,1.0,5,Excellent Progress,Pending,Yes
T00260,2026-01-28,C0041,D0056,S006,,54.0,16.99,37.01,0.1,1.29,21.7,5,Excellent Progress,Paid,No
T00261,2026-02-10,C0041,D0056,S002,,320.62,91.9,228.72,0.1,1.21,29.1,5,Completed Goals,Paid,Yes
T00262,2026-03-29,C0042,D0057,S013,M004,125.0,44.86,80.14,0.0,12.23,20.2,5,Moderate Progress,Paid,No
T00263,2025-08-14,C0043,D0058,S005,M008,45.0,14.13,30.87,0.0,0.97,6.0,5,Completed Goals,Paid,No
T00264,2026-04-16,C0043,D0059,S015,M008,30.0,10.38,19.62,0.0,0.86,7.1,5,Moderate Progress,Paid,No
T00265,2026-02-20,C0043,D0058,S004,M008,30.0,11.65,18.35,0.0,0.79,7.0,5,Excellent Progress,Paid,No
T00266,2026-01-18,C0043,D0059,S013,M008,112.5,38.92,73.58,0.1,12.28,4.6,5,Excellent Progress,Paid,No
T00267,2026-02-08,C0044,D0060,S013,,125.0,38.47,86.53,0.0,12.24,9.7,5,Completed Goals,Paid,No
T00268,2026-04-17,C0044,D0060,S010,,20.0,11.54,8.46,0.0,0.7,11.4,5,Completed Goals,Paid,No
T00269,2026-03-11,C0044,D0060,S002,,320.62,91.63,228.99,0.1,1.29,6.8,5,Moderate Progress,Pending,No
T00270,2026-04-07,C0044,D0060,S006,,57.0,16.96,40.04,0.05,1.12,4.2,5,Moderate Progress,Paid,Yes
T00271,2025-09-14,C0045,D0061,S008,M004,76.5,28.68,47.82,0.1,1.2,26.5,5,Excellent Progress,Paid,Yes
T00272,2026-04-10,C0045,D0061,S010,M004,20.0,11.57,8.43,0.0,0.58,25.8,5,Excellent Progress,Pending,No
T00273,2025-06-24,C0045,D0061,S005,M004,40.5,18.89,21.61,0.1,0.81,24.6,5,Moderate Progress,Paid,Yes
T00274,2026-05-15,C0046,D0062,S004,M008,27.0,10.06,16.94,0.1,0.87,12.0,5,Moderate Progress,Paid,No
T00275,2026-03-14,C0046,D0062,S002,M008,338.44,92.89,245.55,0.05,1.21,7.9,5,Excellent Progress,Paid,Yes
T00276,2026-04-11,C0046,D0062,S003,M008,675.0,180.64,494.36,0.0,1.3,11.5,5,Completed Goals,Paid,No
T00277,2026-04-30,C0046,D0062,S005,M008,45.0,16.62,28.38,0.0,0.85,13.4,5,Completed Goals,Paid,No
T00278,2025-11-22,C0047,D0063,S014,,65.0,26.29,38.71,0.0,6.39,4.0,5,Moderate Progress,Paid,Yes
T00279,2025-06-30,C0047,D0064,S007,,45.0,16.62,28.38,0.0,0.71,7.5,5,Excellent Progress,Pending,No
T00280,2026-04-09,C0047,D0063,S008,,85.0,22.39,62.61,0.0,1.17,5.1,5,Completed Goals,Pending,No
T00281,2025-08-11,C0047,D0063,S004,,30.0,9.25,20.75,0.0,0.79,8.9,5,Excellent Progress,Pending,No
T00282,2026-04-20,C0047,D0064,S014,,65.0,20.65,44.35,0.0,6.15,6.9,5,Excellent Progress,Paid,No
T00283,2025-09-04,C0047,D0063,S004,,30.0,10.9,19.1,0.0,0.62,5.6,5,Completed Goals,Pending,No
T00284,2026-05-03,C0047,D0064,S006,,57.0,18.22,38.78,0.05,1.23,11.9,5,Excellent Progress,Pending,Yes
T00285,2026-05-17,C0047,D0064,S006,,57.0,22.19,34.81,0.05,1.13,6.3,5,Completed Goals,Paid,No
T00286,2026-03-12,C0048,D0066,S002,,338.44,90.32,248.12,0.05,1.17,28.0,5,Completed Goals,Paid,No
T00287,2025-12-23,C0048,D0066,S011,,27.0,12.37,14.63,0.1,0.59,24.2,5,Excellent Progress,Paid,No
T00288,2026-05-07,C0048,D0066,S002,,338.44,96.41,242.03,0.05,1.33,26.7,5,Excellent Progress,Pending,No
T00289,2026-05-02,C0048,D0066,S006,,60.0,18.1,41.9,0.0,1.3,24.0,5,Excellent Progress,Paid,No
T00290,2025-11-13,C0048,D0066,S001,,125.0,37.37,87.63,0.0,1.18,25.8,5,Completed Goals,Paid,No
T00291,2026-04-24,C0048,D0066,S001,,125.0,39.97,85.03,0.0,1.15,22.2,5,Moderate Progress,Paid,Yes
T00292,2025-11-19,C0048,D0065,S006,,60.0,21.44,38.56,0.0,1.37,25.1,5,Completed Goals,Pending,No
T00293,2026-05-30,C0048,D0066,S002,,320.62,92.17,228.45,0.1,1.16,27.7,5,Completed Goals,Pending,No
T00294,2025-10-20,C0049,D0067,S002,M008,338.44,95.0,243.44,0.05,1.23,1.0,5,Needs Follow-Up,Paid,No
T00295,2025-11-06,C0049,D0067,S013,M008,125.0,42.04,82.96,0.0,12.16,7.1,5,Completed Goals,Pending,No
T00296,2026-03-31,C0049,D0067,S010,M008,18.0,6.92,11.08,0.1,0.39,5.0,5,Excellent Progress,Pending,No
T00297,2026-04-09,C0049,D0067,S004,M008,27.0,8.5,18.5,0.1,0.76,2.7,5,Excellent Progress,Paid,No
T00298,2025-11-02,C0049,D0067,S005,M008,40.5,16.17,24.33,0.1,1.01,6.7,5,Excellent Progress,Paid,No
T00299,2026-03-31,C0049,D0067,S010,M008,19.0,5.65,13.35,0.05,0.66,5.6,5,Completed Goals,Paid,No
T00300,2025-11-16,C0049,D0067,S014,M008,65.0,22.74,42.26,0.0,6.29,5.3,5,Moderate Progress,Paid,No
T00301,2025-11-08,C0049,D0067,S001,M008,118.75,38.23,80.52,0.05,1.11,6.1,5,Excellent Progress,Paid,No
T00302,2026-01-02,C0049,D0067,S011,M008,30.0,9.81,20.19,0.0,0.69,5.0,5,Excellent Progress,Paid,No
T00303,2026-04-06,C0049,D0067,S002,M008,338.44,93.97,244.47,0.05,1.17,5.6,5,Completed Goals,Paid,No
T00304,2026-01-02,C0049,D0067,S008,M008,76.5,28.69,47.81,0.1,1.07,1.0,5,Moderate Progress,Paid,Yes
T00305,2025-10-26,C0049,D0067,S008,M008,85.0,28.21,56.79,0.0,1.37,5.1,5,Completed Goals,Paid,No
T00306,2026-03-07,C0049,D0067,S005,M008,45.0,18.14,26.86,0.0,0.9,6.4,5,Excellent Progress,Paid,No
T00307,2026-03-16,C0049,D0067,S007,M008,45.0,12.44,32.56,0.0,0.87,7.7,5,Completed Goals,Paid,No
T00308,2025-12-10,C0049,D0067,S013,M008,112.5,40.76,71.74,0.1,12.16,3.1,5,Excellent Progress,Paid,No
T00309,2026-01-17,C0049,D0067,S002,M008,338.44,91.08,247.36,0.05,1.4,5.4,5,Completed Goals,Paid,No
T00310,2026-03-28,C0049,D0067,S013,M008,125.0,38.59,86.41,0.0,12.27,3.3,5,Excellent Progress,Pending,No
T00311,2026-01-27,C0049,D0067,S005,M008,42.75,13.3,29.45,0.05,1.01,4.6,5,Moderate Progress,Paid,No
T00312,2025-10-29,C0050,D0070,S001,,125.0,35.79,89.21,0.0,1.22,9.5,5,Completed Goals,Paid,No
T00313,2026-02-21,C0051,D0071,S006,M004,60.0,21.19,38.81,0.0,1.39,9.8,5,Excellent Progress,Pending,No
T00314,2026-01-13,C0051,D0071,S013,M004,118.75,41.18,77.57,0.05,12.37,13.8,5,Completed Goals,Paid,No
T00315,2026-02-14,C0051,D0071,S001,M004,112.5,36.82,75.68,0.1,1.27,13.8,5,Excellent Progress,Pending,Yes
T00316,2025-05-27,C0051,D0071,S004,M004,27.0,13.49,13.51,0.1,0.64,14.1,5,Completed Goals,Pending,No
T00317,2026-03-21,C0052,D0073,S010,,20.0,9.91,10.09,0.0,0.55,6.4,5,Moderate Progress,Paid,No
T00318,2025-10-22,C0052,D0073,S008,,80.75,23.67,57.08,0.05,1.2,5.1,5,Completed Goals,Paid,No
T00319,2025-10-03,C0052,D0072,S008,,85.0,25.33,59.67,0.0,1.22,7.6,5,Moderate Progress,Paid,Yes
T00320,2026-05-03,C0052,D0073,S004,,30.0,13.58,16.42,0.0,0.68,2.5,5,Excellent Progress,Paid,No
T00321,2026-03-14,C0052,D0073,S014,,65.0,21.89,43.11,0.0,6.33,2.0,5,Excellent Progress,Paid,No
T00322,2025-11-05,C0052,D0073,S006,,54.0,16.06,37.94,0.1,1.07,3.3,5,Excellent Progress,Paid,No
T00323,2025-12-11,C0052,D0072,S010,,18.0,5.64,12.36,0.1,0.71,5.3,5,Moderate Progress,Paid,No
T00324,2025-10-10,C0052,D0073,S001,,112.5,40.62,71.88,0.1,1.11,1.0,5,Completed Goals,Paid,No
T00325,2025-12-24,C0052,D0073,S005,,45.0,17.47,27.53,0.0,0.9,1.0,5,Excellent Progress,Paid,No
T00326,2025-09-09,C0052,D0073,S002,,356.25,94.27,261.98,0.0,1.11,3.9,5,Completed Goals,Paid,No
T00327,2026-03-19,C0052,D0073,S008,,76.5,22.49,54.01,0.1,1.3,6.2,5,Completed Goals,Paid,No
T00328,2025-12-19,C0052,D0072,S008,,85.0,26.02,58.98,0.0,1.23,7.5,5,Excellent Progress,Paid,No
T00329,2026-01-16,C0053,D0074,S014,M008,58.5,23.75,34.75,0.1,6.4,24.2,5,Completed Goals,Paid,No
T00330,2026-03-26,C0054,D0075,S006,M008,54.0,16.28,37.72,0.1,1.18,8.5,5,Excellent Progress,Paid,No
T00331,2025-12-13,C0055,D0076,S005,M007,45.0,17.04,27.96,0.0,1.01,3.9,5,Completed Goals,Paid,Yes
T00332,2025-10-30,C0055,D0076,S014,M007,65.0,20.39,44.61,0.0,6.33,1.0,5,Completed Goals,Pending,No
T00333,2025-12-24,C0055,D0076,S010,M007,20.0,8.42,11.58,0.0,0.39,7.3,5,Excellent Progress,Paid,No
T00334,2026-01-12,C0055,D0076,S008,M007,80.75,27.85,52.9,0.05,1.07,6.5,5,Completed Goals,Paid,No
T00335,2026-05-21,C0055,D0076,S005,M007,40.5,16.79,23.71,0.1,0.99,2.6,5,Needs Follow-Up,Pending,No
T00336,2025-11-25,C0055,D0076,S004,M007,30.0,9.18,20.82,0.0,0.68,1.3,5,Completed Goals,Paid,Yes
T00337,2025-10-30,C0055,D0076,S010,M007,18.0,6.26,11.74,0.1,0.41,5.2,5,Moderate Progress,Paid,No
T00338,2026-01-03,C0055,D0076,S001,M007,118.75,36.67,82.08,0.05,1.11,5.5,5,Excellent Progress,Paid,No
T00339,2026-03-17,C0055,D0076,S005,M007,40.5,15.71,24.79,0.1,0.83,2.9,5,Moderate Progress,Paid,No
T00340,2025-12-14,C0055,D0076,S004,M007,30.0,14.78,15.22,0.0,0.72,1.4,5,Excellent Progress,Paid,No
T00341,2026-01-19,C0055,D0076,S005,M007,40.5,12.37,28.13,0.1,0.99,1.3,5,Completed Goals,Paid,Yes
T00342,2026-01-17,C0055,D0076,S007,M007,45.0,18.29,26.71,0.0,0.63,1.0,5,Completed Goals,Paid,Yes
T00343,2026-04-27,C0056,D0077,S001,,125.0,41.23,83.77,0.0,1.1,7.4,5,Excellent Progress,Paid,No
T00344,2026-05-03,C0056,D0077,S010,,20.0,5.89,14.11,0.0,0.63,1.0,5,Completed Goals,Paid,Yes
T00345,2026-03-27,C0056,D0077,S002,,356.25,94.23,262.02,0.0,1.33,5.1,5,Excellent Progress,Pending,Yes
T00346,2026-04-19,C0056,D0077,S001,,125.0,39.14,85.86,0.0,1.34,2.2,5,Moderate Progress,Paid,Yes
T00347,2026-04-27,C0056,D0077,S004,,27.0,14.4,12.6,0.1,0.86,3.3,5,Completed Goals,Pending,No
T00348,2026-04-03,C0056,D0077,S005,,45.0,13.68,31.32,0.0,1.0,1.0,5,Excellent Progress,Paid,No
T00349,2026-05-05,C0056,D0077,S004,,30.0,10.13,19.87,0.0,0.8,6.9,5,Excellent Progress,Paid,Yes
T00350,2026-05-13,C0056,D0077,S010,,20.0,7.59,12.41,0.0,0.55,5.1,5,Moderate Progress,Paid,No
T00351,2026-05-19,C0056,D0077,S004,,27.0,13.56,13.44,0.1,0.83,1.0,5,Moderate Progress,Paid,No
T00352,2026-02-26,C0056,D0077,S013,,125.0,41.26,83.74,0.0,12.06,2.9,5,Excellent Progress,Pending,No
T00353,2026-03-26,C0056,D0077,S001,,112.5,35.79,76.71,0.1,1.22,7.5,5,Excellent Progress,Paid,No
T00354,2026-03-25,C0056,D0077,S010,,20.0,7.96,12.04,0.0,0.4,3.0,5,Excellent Progress,Paid,Yes
T00355,2026-02-27,C0057,D0079,S009,,99.75,33.6,66.15,0.05,1.88,21.0,5,Moderate Progress,Paid,No
T00356,2026-05-31,C0057,D0078,S001,,125.0,41.71,83.29,0.0,1.08,15.8,5,Completed Goals,Paid,Yes
T00357,2026-03-23,C0057,D0078,S006,,60.0,20.78,39.22,0.0,1.38,18.3,5,Excellent Progress,Paid,No
T00358,2025-10-19,C0057,D0078,S002,,320.62,94.51,226.11,0.1,1.19,17.2,5,Excellent Progress,Pending,No
T00359,2026-05-17,C0057,D0080,S009,,99.75,31.97,67.78,0.05,1.86,17.0,5,Moderate Progress,Paid,No
T00360,2026-03-31,C0058,D0081,S001,M007,118.75,41.69,77.06,0.05,1.27,10.5,5,Excellent Progress,Paid,Yes
T00361,2026-02-19,C0058,D0081,S003,M007,607.5,180.89,426.61,0.1,1.14,10.7,5,Excellent Progress,Paid,Yes
T00362,2026-04-24,C0058,D0081,S005,M007,40.5,18.44,22.06,0.1,0.94,13.2,5,Completed Goals,Paid,No
T00363,2026-04-24,C0058,D0081,S014,M007,65.0,23.32,41.68,0.0,6.15,16.7,5,Needs Follow-Up,Pending,Yes
T00364,2026-02-28,C0058,D0081,S004,M007,27.0,11.86,15.14,0.1,0.66,12.4,5,Moderate Progress,Paid,No
T00365,2026-03-10,C0058,D0081,S008,M007,85.0,22.59,62.41,0.0,1.35,14.6,5,Needs Follow-Up,Paid,Yes
T00366,2026-05-02,C0058,D0081,S004,M007,30.0,13.01,16.99,0.0,0.7,12.3,5,Completed Goals,Paid,No
T00367,2026-04-11,C0058,D0081,S002,M007,338.44,92.02,246.42,0.05,1.33,16.9,5,Excellent Progress,Pending,No
T00368,2026-03-30,C0059,D0082,S002,,356.25,96.53,259.72,0.0,1.26,24.3,5,Completed Goals,Paid,No
T00369,2025-11-07,C0060,D0083,S006,M007,60.0,18.03,41.97,0.0,1.22,13.5,5,Completed Goals,Pending,Yes
T00370,2025-08-30,C0060,D0083,S003,M007,675.0,182.1,492.9,0.0,1.27,12.0,5,Completed Goals,Paid,Yes
T00371,2025-08-30,C0061,D0085,S009,,105.0,31.45,73.55,0.0,1.89,8.8,5,Excellent Progress,Paid,No
T00372,2025-12-26,C0061,D0085,S008,,85.0,26.03,58.97,0.0,1.35,5.3,5,Completed Goals,Paid,No
T00373,2025-09-13,C0061,D0085,S002,M005,338.44,94.45,243.99,0.05,1.38,4.4,5,Excellent Progress,Pending,Yes
T00374,2025-07-29,C0061,D0085,S010,,18.0,8.81,9.19,0.1,0.69,10.6,5,Excellent Progress,Paid,No
T00375,2025-04-19,C0062,D0086,S004,,30.0,10.61,19.39,0.0,0.72,9.7,5,Moderate Progress,Paid,No
T00376,2026-03-19,C0062,D0086,S011,,28.5,7.53,20.97,0.05,0.84,14.3,5,Excellent Progress,Paid,No
T00377,2026-05-06,C0062,D0087,S011,,30.0,7.2,22.8,0.0,0.84,8.7,5,Moderate Progress,Paid,No
T00378,2025-04-12,C0062,D0086,S001,,118.75,39.84,78.91,0.05,1.32,7.6,5,Moderate Progress,Paid,Yes
T00379,2026-02-10,C0063,D0088,S011,M004,27.0,8.77,18.23,0.1,0.57,12.3,5,Moderate Progress,Pending,No
T00380,2025-12-30,C0063,D0088,S002,M004,356.25,91.02,265.23,0.0,1.31,9.2,5,Excellent Progress,Pending,No
T00381,2025-05-23,C0064,D0089,S011,M008,30.0,8.2,21.8,0.0,0.81,21.5,5,Excellent Progress,Paid,No
T00382,2025-09-10,C0065,D0090,S014,M004,61.75,22.97,38.78,0.05,6.23,24.6,5,Moderate Progress,Paid,No
T00383,2025-12-11,C0065,D0090,S006,M004,54.0,16.58,37.42,0.1,1.22,24.4,5,Excellent Progress,Paid,Yes
T00384,2026-01-15,C0065,D0090,S004,M004,30.0,13.62,16.38,0.0,0.88,24.3,5,Completed Goals,Paid,Yes
T00385,2026-05-22,C0065,D0090,S006,M004,54.0,18.8,35.2,0.1,1.26,22.1,5,Moderate Progress,Paid,No
T00386,2025-10-31,C0066,D0091,S008,M007,85.0,27.08,57.92,0.0,1.15,12.6,5,Excellent Progress,Paid,Yes
T00387,2025-11-01,C0066,D0091,S008,M007,76.5,27.38,49.12,0.1,1.09,8.9,5,Excellent Progress,Paid,No
T00388,2025-05-12,C0066,D0091,S010,M007,20.0,7.68,12.32,0.0,0.62,8.2,5,Excellent Progress,Pending,Yes
T00389,2026-05-12,C0067,D0092,S002,M008,338.44,93.53,244.91,0.05,1.24,6.5,5,Excellent Progress,Paid,Yes
T00390,2026-03-29,C0067,D0092,S005,M008,42.75,12.23,30.52,0.05,0.99,6.9,5,Completed Goals,Paid,No
T00391,2026-04-07,C0067,D0092,S004,M008,30.0,11.43,18.57,0.0,0.74,4.3,5,Excellent Progress,Pending,No
T00392,2026-04-21,C0067,D0092,S005,M008,40.5,17.37,23.13,0.1,0.9,1.0,5,Excellent Progress,Paid,No
T00393,2026-05-08,C0067,D0092,S010,M008,18.0,7.42,10.58,0.1,0.51,2.8,5,Excellent Progress,Pending,No
T00394,2026-02-25,C0067,D0092,S013,M008,125.0,40.36,84.64,0.0,12.06,2.6,5,Excellent Progress,Paid,No
T00395,2026-05-03,C0067,D0092,S009,M008,105.0,30.73,74.27,0.0,1.75,6.5,5,Completed Goals,Paid,No
T00396,2026-03-27,C0067,D0092,S002,M008,338.44,91.41,247.03,0.05,1.27,7.8,5,Completed Goals,Paid,No
T00397,2026-03-19,C0068,D0093,S015,,27.0,11.2,15.8,0.1,0.58,28.1,5,Completed Goals,Paid,Yes
T00398,2025-12-27,C0069,D0096,S004,M008,27.0,11.03,15.97,0.1,0.74,5.6,5,Excellent Progress,Pending,No
T00399,2026-05-17,C0069,D0096,S013,M008,112.5,41.49,71.01,0.1,12.28,10.6,5,Moderate Progress,Pending,No
T00400,2026-03-11,C0069,D0096,S006,M008,60.0,21.23,38.77,0.0,1.32,10.7,5,Excellent Progress,Paid,Yes
T00401,2026-02-19,C0069,D0096,S004,M008,30.0,9.65,20.35,0.0,0.63,5.2,5,Completed Goals,Paid,Yes
T00402,2026-05-21,C0070,D0097,S005,,40.5,12.96,27.54,0.1,0.89,27.9,5,Excellent Progress,Paid,Yes
T00403,2025-12-21,C0070,D0097,S010,M006,20.0,11.07,8.93,0.0,0.7,24.8,5,Excellent Progress,Paid,No
