Transaction_ID,Service_Date,Client_ID,Dog_ID,Service_ID,Campaign_ID,Revenue,Estimated_Cost,Gross_Profit,Discount_Rate,Trainer_Hours,Travel_Miles,Satisfaction_Rating,Training_Outcome,Payment_Status,Follow_Up_Required
T00607,2026-05-21,C0098,D0133,S009,M008,94.5,31.68,62.82,0.1,1.66,23.3,5,Excellent Progress,Paid,No
T00608,2025-06-26,C0098,D0133,S001,M008,125.0,39.48,85.52,0.0,1.38,23.7,5,Completed Goals,Paid,No
T00609,2026-04-22,C0098,D0132,S014,M008,58.5,20.81,37.69,0.1,6.28,26.6,5,Needs Follow-Up,Pending,No
T00610,2025-09-22,C0098,D0133,S010,M008,20.0,9.38,10.62,0.0,0.39,24.4,5,Excellent Progress,Paid,No
T00611,2026-05-15,C0098,D0132,S007,M008,42.75,13.8,28.95,0.05,0.77,26.3,5,Completed Goals,Paid,No
T00612,2026-01-13,C0098,D0133,S002,M008,356.25,93.12,263.13,0.0,1.31,25.0,5,Completed Goals,Paid,Yes
T00613,2026-04-18,C0098,D0132,S005,M008,45.0,18.6,26.4,0.0,0.86,23.8,5,Completed Goals,Paid,No
T00614,2025-04-02,C0098,D0133,S001,M008,125.0,38.19,86.81,0.0,1.28,24.7,5,Moderate Progress,Paid,No
T00615,2025-09-09,C0098,D0132,S001,M008,125.0,40.79,84.21,0.0,1.32,26.7,5,Completed Goals,Paid,No
T00616,2026-01-12,C0098,D0132,S001,M008,125.0,41.7,83.3,0.0,1.09,27.4,5,Excellent Progress,Paid,Yes
T00617,2025-12-10,C0098,D0133,S006,M008,60.0,19.35,40.65,0.0,1.14,25.9,5,Completed Goals,Paid,No
T00618,2025-07-26,C0098,D0132,S001,M008,112.5,41.21,71.29,0.1,1.2,21.5,5,Completed Goals,Paid,Yes
T00619,2025-07-21,C0098,D0132,S004,M008,28.5,13.0,15.5,0.05,0.87,25.4,5,Needs Follow-Up,Paid,No
T00620,2026-04-04,C0099,D0134,S004,,30.0,9.25,20.75,0.0,0.74,11.7,5,Excellent Progress,Paid,No
T00621,2026-02-14,C0100,D0135,S001,M004,125.0,40.68,84.32,0.0,1.3,15.1,5,Completed Goals,Paid,No
T00622,2026-01-18,C0100,D0135,S002,M004,356.25,90.79,265.46,0.0,1.2,20.3,5,Completed Goals,Paid,No
T00623,2026-02-12,C0100,D0135,S004,M004,28.5,10.9,17.6,0.05,0.83,17.2,5,Moderate Progress,Paid,Yes
T00624,2026-04-10,C0101,D0136,S007,M008,40.5,17.0,23.5,0.1,0.73,27.5,5,Moderate Progress,Paid,No
T00625,2025-12-09,C0101,D0137,S001,M008,112.5,38.32,74.18,0.1,1.1,22.2,5,Needs Follow-Up,Paid,No
T00626,2026-04-25,C0101,D0137,S001,M008,125.0,36.48,88.52,0.0,1.13,27.3,5,Completed Goals,Paid,No
T00627,2026-03-23,C0101,D0137,S001,M008,125.0,39.91,85.09,0.0,1.28,21.9,5,Moderate Progress,Paid,No
T00628,2026-02-27,C0102,D0138,S003,M007,675.0,185.36,489.64,0.0,1.21,1.1,5,Excellent Progress,Paid,No
T00629,2026-05-19,C0102,D0138,S004,M007,27.0,8.42,18.58,0.1,0.77,4.8,5,Completed Goals,Paid,Yes
T00630,2026-05-30,C0103,D0139,S011,M004,30.0,8.1,21.9,0.0,0.89,10.6,5,Needs Follow-Up,Paid,No
T00631,2025-11-13,C0103,D0139,S003,M004,641.25,183.34,457.91,0.05,1.28,9.7,5,Excellent Progress,Paid,Yes
T00632,2025-10-03,C0103,D0139,S004,M004,30.0,13.93,16.07,0.0,0.56,8.7,5,Excellent Progress,Paid,No
T00633,2025-08-27,C0103,D0139,S007,M004,40.5,15.99,24.51,0.1,0.57,14.4,5,Excellent Progress,Paid,No
T00634,2026-04-18,C0104,D0140,S010,,20.0,10.08,9.92,0.0,0.72,12.1,5,Completed Goals,Pending,No
T00635,2026-03-18,C0104,D0140,S006,,54.0,19.34,34.66,0.1,1.35,6.8,5,Completed Goals,Paid,No
T00636,2026-03-28,C0104,D0140,S014,,65.0,25.38,39.62,0.0,6.11,14.2,5,Excellent Progress,Pending,No
T00637,2026-03-15,C0104,D0140,S005,,45.0,17.99,27.01,0.0,0.95,13.6,5,Moderate Progress,Paid,No
T00638,2026-05-10,C0104,D0140,S014,,65.0,25.63,39.37,0.0,6.1,13.4,5,Excellent Progress,Paid,Yes
T00639,2026-04-08,C0104,D0140,S001,,125.0,36.13,88.87,0.0,1.15,9.4,5,Completed Goals,Paid,No
T00640,2026-03-31,C0104,D0140,S015,,30.0,12.58,17.42,0.0,0.89,10.4,5,Excellent Progress,Paid,No
T00641,2026-05-03,C0104,D0140,S005,,40.5,14.89,25.61,0.1,0.96,13.5,5,Needs Follow-Up,Paid,No
T00642,2026-05-09,C0104,D0140,S009,,105.0,30.03,74.97,0.0,1.61,9.7,5,Completed Goals,Paid,No
T00643,2026-04-27,C0104,D0140,S004,,27.0,13.12,13.88,0.1,0.87,13.9,5,Moderate Progress,Paid,No
T00644,2026-05-15,C0104,D0140,S004,,30.0,11.33,18.67,0.0,0.65,6.8,5,Completed Goals,Paid,No
T00645,2026-05-14,C0104,D0140,S007,,45.0,14.53,30.47,0.0,0.7,10.3,5,Completed Goals,Paid,No
T00646,2026-03-21,C0104,D0140,S003,,675.0,180.48,494.52,0.0,1.19,8.9,5,Moderate Progress,Pending,Yes
T00647,2026-04-01,C0104,D0140,S008,,76.5,28.31,48.19,0.1,1.17,12.5,5,Completed Goals,Paid,Yes
T00648,2026-05-26,C0104,D0140,S006,,57.0,20.85,36.15,0.05,1.19,6.6,5,Moderate Progress,Paid,No
T00649,2026-05-31,C0104,D0140,S004,,27.0,11.21,15.79,0.1,0.6,13.4,5,Completed Goals,Paid,No
T00650,2026-02-27,C0104,D0140,S006,,60.0,20.47,39.53,0.0,1.25,6.8,5,Excellent Progress,Pending,No
T00651,2026-03-26,C0104,D0140,S008,,85.0,28.8,56.2,0.0,1.25,6.6,5,Moderate Progress,Paid,No
T00652,2026-04-09,C0105,D0142,S008,,80.75,27.8,52.95,0.05,1.2,22.3,5,Completed Goals,Paid,Yes
T00653,2026-05-29,C0105,D0141,S005,,40.5,14.0,26.5,0.1,1.03,19.9,5,Excellent Progress,Paid,No
T00654,2025-10-11,C0105,D0141,S011,,30.0,9.88,20.12,0.0,0.72,20.5,5,Moderate Progress,Paid,No
T00655,2026-03-22,C0105,D0141,S008,,85.0,25.86,59.14,0.0,1.09,21.4,5,Needs Follow-Up,Paid,Yes
T00656,2026-03-09,C0105,D0141,S013,,125.0,43.48,81.52,0.0,12.23,16.6,5,Excellent Progress,Paid,No
T00657,2025-09-27,C0106,D0143,S013,,125.0,39.07,85.93,0.0,12.18,13.5,5,Moderate Progress,Paid,No
T00658,2025-10-25,C0107,D0145,S015,M005,30.0,10.31,19.69,0.0,0.69,21.7,5,Moderate Progress,Paid,Yes
T00659,2026-03-15,C0107,D0145,S013,,118.75,39.62,79.13,0.05,12.3,22.3,5,Completed Goals,Paid,No
T00660,2025-09-13,C0107,D0145,S011,M005,27.0,7.18,19.82,0.1,0.55,27.5,5,Completed Goals,Pending,Yes
T00661,2025-08-29,C0107,D0145,S001,,125.0,36.31,88.69,0.0,1.28,23.1,5,Completed Goals,Paid,No
T00662,2025-11-11,C0107,D0145,S008,,85.0,26.47,58.53,0.0,1.25,22.2,5,Excellent Progress,Paid,No
T00663,2025-09-24,C0107,D0145,S004,M005,30.0,10.53,19.47,0.0,0.84,24.5,5,Excellent Progress,Paid,No
T00664,2026-01-24,C0107,D0145,S002,,356.25,94.43,261.82,0.0,1.21,22.6,5,Excellent Progress,Pending,No
T00665,2025-07-10,C0107,D0145,S008,,85.0,25.39,59.61,0.0,1.26,25.7,5,Completed Goals,Paid,No
T00666,2026-03-25,C0107,D0145,S008,,76.5,23.07,53.43,0.1,1.35,22.3,5,Completed Goals,Paid,No
T00667,2025-08-27,C0107,D0145,S010,,20.0,11.67,8.33,0.0,0.51,25.7,5,Completed Goals,Paid,Yes
T00668,2026-01-14,C0107,D0145,S006,,54.0,20.81,33.19,0.1,1.36,23.6,5,Excellent Progress,Pending,No
T00669,2025-10-07,C0107,D0145,S002,M005,338.44,96.18,242.26,0.05,1.2,27.3,5,Moderate Progress,Paid,Yes
T00670,2026-01-01,C0107,D0145,S007,,40.5,12.24,28.26,0.1,0.73,26.0,5,Completed Goals,Pending,No
T00671,2025-08-21,C0107,D0145,S005,,45.0,13.3,31.7,0.0,0.89,23.1,5,Excellent Progress,Paid,No
T00672,2025-06-29,C0107,D0145,S001,,125.0,38.26,86.74,0.0,1.33,28.5,5,Excellent Progress,Pending,Yes
T00673,2025-08-15,C0107,D0145,S006,,54.0,21.65,32.35,0.1,1.28,25.9,5,Excellent Progress,Paid,No
T00674,2025-10-03,C0107,D0145,S011,M005,30.0,10.49,19.51,0.0,0.9,24.7,5,Completed Goals,Pending,Yes
T00675,2025-07-04,C0107,D0145,S003,,675.0,184.51,490.49,0.0,1.35,29.2,5,Needs Follow-Up,Paid,Yes
T00676,2025-04-28,C0108,D0146,S013,M008,125.0,38.49,86.51,0.0,12.08,6.4,5,Excellent Progress,Paid,No
T00677,2025-09-15,C0108,D0146,S007,M008,40.5,14.09,26.41,0.1,0.89,3.9,5,Excellent Progress,Pending,No
T00678,2025-05-02,C0108,D0146,S001,M008,125.0,35.74,89.26,0.0,1.16,5.5,5,Excellent Progress,Paid,No
T00679,2026-03-26,C0108,D0146,S015,M008,30.0,12.18,17.82,0.0,0.57,1.0,5,Completed Goals,Paid,No
T00680,2026-01-31,C0108,D0146,S013,M008,125.0,38.88,86.12,0.0,12.35,6.0,5,Moderate Progress,Paid,No
T00681,2025-08-09,C0108,D0146,S006,M008,57.0,18.25,38.75,0.05,1.31,1.8,5,Completed Goals,Paid,No
T00682,2026-04-19,C0108,D0146,S008,M008,76.5,25.46,51.04,0.1,1.12,5.4,5,Excellent Progress,Paid,No
T00683,2026-02-04,C0108,D0146,S002,M008,356.25,94.96,261.29,0.0,1.28,6.8,5,Completed Goals,Paid,No
T00684,2025-12-26,C0108,D0146,S013,M008,118.75,39.32,79.43,0.05,12.15,1.3,5,Completed Goals,Paid,Yes
T00685,2026-04-24,C0108,D0146,S013,M008,125.0,38.12,86.88,0.0,12.21,2.1,5,Excellent Progress,Paid,No
T00686,2025-05-21,C0108,D0146,S013,M008,118.75,39.48,79.27,0.05,12.19,3.4,5,Completed Goals,Paid,No
T00687,2026-04-17,C0108,D0146,S008,M008,85.0,24.82,60.18,0.0,1.26,4.2,5,Excellent Progress,Paid,No
T00688,2025-05-22,C0109,D0147,S001,M008,125.0,35.46,89.54,0.0,1.09,8.3,5,Excellent Progress,Paid,Yes
T00689,2026-04-23,C0109,D0147,S003,M008,641.25,181.44,459.81,0.05,1.33,9.3,5,Excellent Progress,Paid,Yes
T00690,2025-10-19,C0110,D0148,S009,M005,94.5,32.77,61.73,0.1,1.61,9.1,5,Excellent Progress,Paid,No
T00691,2025-07-02,C0110,D0148,S001,,125.0,39.75,85.25,0.0,1.35,11.2,5,Needs Follow-Up,Paid,Yes
T00692,2025-03-12,C0110,D0148,S006,,54.0,18.03,35.97,0.1,1.13,10.5,5,Moderate Progress,Paid,No
T00693,2025-08-07,C0110,D0148,S011,,28.5,13.93,14.57,0.05,0.64,10.4,5,Excellent Progress,Paid,No
T00694,2026-05-09,C0111,D0149,S013,M008,125.0,39.89,85.11,0.0,12.23,9.1,5,Completed Goals,Paid,No
T00695,2025-11-10,C0111,D0149,S006,M008,60.0,16.62,43.38,0.0,1.37,7.0,5,Completed Goals,Pending,No
T00696,2026-01-02,C0111,D0149,S004,M008,28.5,14.62,13.88,0.05,0.65,5.5,5,Excellent Progress,Paid,Yes
T00697,2026-01-01,C0111,D0149,S007,M008,45.0,15.49,29.51,0.0,0.79,7.7,5,Completed Goals,Paid,Yes
T00698,2025-12-05,C0111,D0149,S004,M008,27.0,9.98,17.02,0.1,0.76,4.4,5,Completed Goals,Paid,No
T00699,2025-11-30,C0111,D0149,S001,M008,125.0,39.99,85.01,0.0,1.1,9.8,5,Excellent Progress,Paid,Yes
T00700,2026-01-05,C0111,D0149,S006,M008,57.0,22.77,34.23,0.05,1.08,6.1,5,Completed Goals,Paid,No
T00701,2025-10-18,C0111,D0149,S009,M008,105.0,29.4,75.6,0.0,1.66,6.3,5,Moderate Progress,Paid,Yes
T00702,2026-02-14,C0112,D0150,S009,M008,99.75,31.27,68.48,0.05,1.89,10.6,5,Moderate Progress,Paid,No
T00703,2026-03-15,C0112,D0150,S010,M008,20.0,7.61,12.39,0.0,0.6,14.1,5,Moderate Progress,Paid,No
T00704,2025-10-10,C0112,D0150,S005,M008,40.5,12.38,28.12,0.1,0.82,13.6,5,Excellent Progress,Paid,No
T00705,2026-04-03,C0112,D0150,S007,M008,40.5,16.09,24.41,0.1,0.73,12.7,5,Excellent Progress,Pending,Yes
T00706,2026-05-26,C0112,D0150,S001,M008,125.0,39.4,85.6,0.0,1.3,14.4,5,Moderate Progress,Paid,Yes
T00707,2025-11-17,C0112,D0150,S001,M008,112.5,35.68,76.82,0.1,1.12,10.7,5,Moderate Progress,Paid,Yes
T00708,2026-02-09,C0112,D0150,S004,M008,30.0,11.83,18.17,0.0,0.84,12.4,5,Moderate Progress,Paid,No
T00709,2025-11-25,C0112,D0150,S008,M008,76.5,27.19,49.31,0.1,1.24,10.7,5,Completed Goals,Pending,Yes
T00710,2025-12-18,C0112,D0150,S004,M008,28.5,8.75,19.75,0.05,0.7,10.3,5,Completed Goals,Pending,Yes
T00711,2025-12-25,C0112,D0150,S001,M008,112.5,38.11,74.39,0.1,1.37,9.8,5,Completed Goals,Paid,No
T00712,2025-11-18,C0112,D0150,S001,M008,112.5,40.99,71.51,0.1,1.23,9.7,5,Moderate Progress,Paid,Yes
T00713,2026-05-02,C0113,D0151,S004,,28.5,13.51,14.99,0.05,0.65,10.1,5,Completed Goals,Paid,Yes
T00714,2026-03-05,C0113,D0151,S014,,58.5,24.96,33.54,0.1,6.23,9.2,5,Completed Goals,Pending,No
T00715,2025-11-21,C0113,D0151,S007,M006,40.5,17.13,23.37,0.1,0.63,9.3,5,Excellent Progress,Paid,No
T00716,2025-07-27,C0113,D0151,S001,,118.75,41.46,77.29,0.05,1.07,6.0,5,Completed Goals,Paid,No
T00717,2025-05-14,C0113,D0151,S008,,76.5,25.15,51.35,0.1,1.1,9.1,5,Excellent Progress,Paid,Yes
T00718,2026-04-30,C0114,D0152,S003,M004,641.25,185.7,455.55,0.05,1.33,16.0,5,Excellent Progress,Paid,Yes
T00719,2026-05-20,C0114,D0152,S011,M004,30.0,10.98,19.02,0.0,0.85,17.2,5,Excellent Progress,Paid,No
T00720,2026-03-27,C0114,D0152,S007,M004,45.0,15.91,29.09,0.0,0.6,15.0,5,Excellent Progress,Pending,No
T00721,2026-04-02,C0114,D0152,S001,M004,125.0,35.83,89.17,0.0,1.13,19.3,5,Excellent Progress,Paid,No
T00722,2026-02-03,C0114,D0152,S009,M004,94.5,32.03,62.47,0.1,1.85,22.0,5,Excellent Progress,Pending,No
T00723,2026-05-31,C0115,D0153,S013,M004,125.0,38.23,86.77,0.0,12.2,5.6,5,Moderate Progress,Pending,No
T00724,2026-04-19,C0115,D0153,S013,M004,125.0,41.45,83.55,0.0,12.33,8.5,5,Excellent Progress,Paid,No
T00725,2026-04-11,C0115,D0153,S014,M004,58.5,23.35,35.15,0.1,6.1,9.8,5,Completed Goals,Paid,Yes
T00726,2026-05-05,C0115,D0153,S006,M004,60.0,16.18,43.82,0.0,1.32,5.5,5,Excellent Progress,Pending,Yes
T00727,2026-05-03,C0115,D0153,S001,M004,125.0,38.01,86.99,0.0,1.2,5.1,5,Excellent Progress,Paid,Yes
T00728,2025-11-02,C0116,D0154,S013,M006,125.0,42.12,82.88,0.0,12.13,15.2,5,Moderate Progress,Paid,No
T00729,2025-08-12,C0116,D0154,S011,,30.0,8.98,21.02,0.0,0.66,14.0,5,Moderate Progress,Paid,Yes
T00730,2025-09-04,C0116,D0154,S006,,60.0,19.81,40.19,0.0,1.22,15.1,5,Excellent Progress,Paid,Yes
T00731,2026-03-03,C0117,D0155,S014,,65.0,23.69,41.31,0.0,6.14,27.1,5,Excellent Progress,Paid,Yes
T00732,2025-05-12,C0117,D0155,S004,,27.0,13.19,13.81,0.1,0.62,24.5,5,Moderate Progress,Paid,Yes
T00733,2025-09-17,C0117,D0155,S008,,85.0,22.24,62.76,0.0,1.15,24.6,5,Moderate Progress,Paid,Yes
T00734,2026-04-14,C0117,D0155,S006,,57.0,17.57,39.43,0.05,1.18,26.8,5,Excellent Progress,Paid,No
T00735,2026-05-08,C0117,D0155,S014,,65.0,25.67,39.33,0.0,6.26,27.6,5,Completed Goals,Paid,Yes
T00736,2026-05-18,C0117,D0155,S010,,20.0,11.67,8.33,0.0,0.71,23.8,5,Needs Follow-Up,Paid,No
T00737,2025-08-11,C0117,D0155,S002,,356.25,90.92,265.33,0.0,1.06,27.9,5,Needs Follow-Up,Paid,No
T00738,2025-11-16,C0117,D0155,S004,M006,30.0,10.53,19.47,0.0,0.78,27.8,5,Moderate Progress,Paid,No
T00739,2025-08-22,C0118,D0156,S012,,60.0,17.27,42.73,0.0,1.39,10.3,5,Moderate Progress,Paid,No
T00740,2025-11-15,C0118,D0156,S004,,30.0,9.81,20.19,0.0,0.83,8.6,5,Excellent Progress,Paid,No
T00741,2025-12-08,C0118,D0156,S013,,125.0,38.8,86.2,0.0,12.06,11.9,5,Moderate Progress,Paid,No
T00742,2026-01-07,C0118,D0156,S001,,125.0,35.11,89.89,0.0,1.35,13.3,5,Excellent Progress,Paid,No
T00743,2025-09-23,C0118,D0156,S001,,125.0,38.58,86.42,0.0,1.13,9.1,5,Excellent Progress,Paid,Yes
T00744,2026-03-31,C0118,D0156,S008,,76.5,26.25,50.25,0.1,1.18,14.3,5,Moderate Progress,Paid,No
T00745,2025-01-29,C0118,D0156,S002,,356.25,96.38,259.87,0.0,1.06,11.3,5,Moderate Progress,Pending,No
T00746,2026-05-03,C0118,D0156,S010,,19.0,5.23,13.77,0.05,0.64,9.5,5,Needs Follow-Up,Paid,No
T00747,2025-10-28,C0118,D0156,S007,,40.5,17.93,22.57,0.1,0.73,6.9,5,Excellent Progress,Paid,No
T00748,2026-03-11,C0118,D0156,S004,,30.0,13.59,16.41,0.0,0.89,8.3,5,Completed Goals,Paid,Yes
T00749,2026-04-02,C0118,D0156,S010,,18.0,8.92,9.08,0.1,0.41,9.4,5,Excellent Progress,Paid,No
T00750,2026-03-06,C0118,D0156,S007,,40.5,18.36,22.14,0.1,0.79,11.8,5,Excellent Progress,Paid,No
T00751,2025-10-12,C0119,D0157,S005,,40.5,18.17,22.33,0.1,0.87,7.9,5,Excellent Progress,Paid,No
T00752,2026-01-26,C0119,D0158,S010,,18.0,5.24,12.76,0.1,0.53,12.0,5,Needs Follow-Up,Pending,Yes
T00753,2026-02-02,C0120,D0159,S004,M008,27.0,14.28,12.72,0.1,0.86,11.7,5,Excellent Progress,Paid,No
T00754,2026-02-04,C0120,D0159,S014,M008,61.75,22.03,39.72,0.05,6.22,8.0,5,Completed Goals,Paid,No
T00755,2026-01-25,C0120,D0159,S007,M008,42.75,13.24,29.51,0.05,0.8,9.2,5,Moderate Progress,Paid,No
T00756,2026-03-06,C0120,D0159,S007,M008,45.0,14.23,30.77,0.0,0.61,8.1,5,Moderate Progress,Paid,No
T00757,2026-03-29,C0120,D0159,S007,M008,45.0,13.16,31.84,0.0,0.65,10.8,5,Completed Goals,Pending,No
T00758,2026-04-11,C0120,D0159,S013,M008,125.0,38.67,86.33,0.0,12.24,11.0,5,Completed Goals,Pending,No
T00759,2026-05-24,C0120,D0159,S001,M008,125.0,36.42,88.58,0.0,1.38,11.5,5,Moderate Progress,Paid,Yes
T00760,2026-05-27,C0120,D0159,S010,M008,19.0,8.45,10.55,0.05,0.41,8.0,5,Completed Goals,Paid,No
T00761,2026-01-14,C0120,D0159,S010,M008,18.0,8.17,9.83,0.1,0.64,12.3,5,Completed Goals,Paid,No
T00762,2026-05-14,C0120,D0159,S013,M008,125.0,43.89,81.11,0.0,12.28,14.0,5,Completed Goals,Paid,No
T00763,2025-12-18,C0120,D0159,S007,M008,45.0,15.39,29.61,0.0,0.62,10.9,5,Completed Goals,Pending,No
T00764,2025-11-09,C0120,D0159,S001,M008,112.5,39.28,73.22,0.1,1.3,7.2,5,Moderate Progress,Paid,No
T00765,2025-10-08,C0121,D0160,S014,,65.0,24.68,40.32,0.0,6.22,9.0,5,Excellent Progress,Paid,No
T00766,2026-05-29,C0121,D0160,S003,,641.25,186.79,454.46,0.05,1.16,9.3,5,Completed Goals,Paid,No
T00767,2026-04-29,C0121,D0160,S001,,125.0,40.42,84.58,0.0,1.22,10.4,5,Excellent Progress,Paid,Yes
T00768,2026-01-22,C0121,D0160,S004,,27.0,13.4,13.6,0.1,0.64,6.5,5,Excellent Progress,Paid,No
T00769,2025-11-03,C0122,D0161,S004,,30.0,10.87,19.13,0.0,0.75,10.5,5,Completed Goals,Pending,No
T00770,2026-04-16,C0122,D0161,S001,,125.0,40.62,84.38,0.0,1.08,14.8,5,Needs Follow-Up,Pending,Yes
T00771,2026-04-05,C0122,D0161,S008,,85.0,28.9,56.1,0.0,1.34,12.3,5,Excellent Progress,Paid,No
T00772,2025-11-01,C0122,D0161,S004,,27.0,8.14,18.86,0.1,0.88,10.0,5,Excellent Progress,Paid,No
T00773,2025-11-08,C0122,D0161,S004,,30.0,8.87,21.13,0.0,0.82,14.4,5,Completed Goals,Paid,No
T00774,2026-03-29,C0122,D0161,S001,,125.0,35.1,89.9,0.0,1.34,14.0,5,Completed Goals,Paid,Yes
T00775,2025-12-20,C0122,D0161,S011,,28.5,7.16,21.34,0.05,0.65,10.8,5,Completed Goals,Paid,Yes
T00776,2025-08-30,C0122,D0161,S004,,28.5,11.38,17.12,0.05,0.87,13.4,5,Completed Goals,Paid,Yes
T00777,2026-04-19,C0122,D0161,S014,,61.75,21.57,40.18,0.05,6.39,12.4,5,Completed Goals,Pending,No
T00778,2025-12-31,C0122,D0161,S008,,76.5,23.18,53.32,0.1,1.35,13.1,5,Completed Goals,Pending,Yes
T00779,2026-04-30,C0122,D0161,S006,,60.0,17.76,42.24,0.0,1.16,11.9,5,Completed Goals,Pending,Yes
T00780,2025-11-28,C0122,D0161,S013,,112.5,43.56,68.94,0.1,12.24,11.7,5,Excellent Progress,Paid,No
T00781,2025-12-03,C0123,D0162,S005,M006,45.0,13.13,31.87,0.0,1.06,8.3,5,Excellent Progress,Paid,Yes
T00782,2026-03-28,C0123,D0162,S002,,356.25,95.24,261.01,0.0,1.24,10.1,5,Excellent Progress,Paid,No
T00783,2026-05-06,C0123,D0162,S013,,112.5,40.26,72.24,0.1,12.36,11.4,5,Completed Goals,Paid,No
T00784,2026-01-17,C0123,D0162,S006,,57.0,18.31,38.69,0.05,1.31,14.9,5,Moderate Progress,Paid,No
T00785,2025-12-29,C0123,D0162,S004,M006,27.0,14.84,12.16,0.1,0.66,8.4,5,Excellent Progress,Paid,No
T00786,2026-04-15,C0123,D0162,S008,,85.0,25.91,59.09,0.0,1.13,12.0,5,Moderate Progress,Paid,No
T00787,2026-05-29,C0123,D0162,S004,,30.0,12.49,17.51,0.0,0.62,11.7,5,Completed Goals,Paid,No
T00788,2025-12-16,C0123,D0162,S007,M006,45.0,17.97,27.03,0.0,0.76,14.7,5,Excellent Progress,Paid,No
T00789,2026-01-12,C0123,D0162,S001,,125.0,41.51,83.49,0.0,1.27,8.1,5,Excellent Progress,Paid,Yes
T00790,2026-03-06,C0123,D0162,S001,,118.75,37.29,81.46,0.05,1.23,7.9,5,Excellent Progress,Paid,No
T00791,2026-02-01,C0123,D0162,S006,,54.0,20.24,33.76,0.1,1.12,8.3,5,Excellent Progress,Paid,Yes
T00792,2026-03-19,C0123,D0162,S007,,45.0,15.05,29.95,0.0,0.67,7.1,5,Excellent Progress,Paid,Yes
T00793,2025-08-21,C0124,D0164,S007,M008,40.5,17.23,23.27,0.1,0.55,12.7,5,Excellent Progress,Paid,No
T00794,2025-09-22,C0124,D0163,S013,M008,112.5,39.91,72.59,0.1,12.28,14.3,5,Excellent Progress,Paid,No
T00795,2026-03-27,C0125,D0166,S011,,27.0,12.25,14.75,0.1,0.78,18.9,5,Completed Goals,Pending,No
T00796,2025-10-27,C0125,D0165,S009,,105.0,33.92,71.08,0.0,1.57,19.6,5,Completed Goals,Pending,No
T00797,2025-11-05,C0125,D0165,S015,,30.0,11.86,18.14,0.0,0.85,17.0,5,Excellent Progress,Pending,No
T00798,2026-02-20,C0125,D0166,S006,,54.0,21.78,32.22,0.1,1.23,20.3,5,Completed Goals,Paid,No
T00799,2026-02-23,C0125,D0165,S009,,105.0,31.92,73.08,0.0,1.59,18.2,5,Moderate Progress,Paid,No
T00800,2025-09-13,C0125,D0165,S001,,125.0,36.3,88.7,0.0,1.26,22.2,5,Moderate Progress,Paid,No
T00801,2025-09-08,C0125,D0165,S005,,45.0,16.5,28.5,0.0,1.12,16.0,5,Moderate Progress,Paid,Yes
T00802,2025-10-28,C0125,D0166,S009,,105.0,30.9,74.1,0.0,1.84,16.7,5,Completed Goals,Paid,Yes
T00803,2026-04-05,C0125,D0166,S004,,27.0,13.41,13.59,0.1,0.73,21.1,5,Excellent Progress,Pending,Yes
T00804,2026-05-16,C0125,D0165,S002,,338.44,92.43,246.01,0.05,1.33,20.9,5,Completed Goals,Pending,No
T00805,2025-12-13,C0125,D0165,S011,,27.0,8.81,18.19,0.1,0.71,14.8,5,Completed Goals,Paid,Yes
T00806,2026-05-25,C0125,D0166,S001,,125.0,38.95,86.05,0.0,1.28,21.7,5,Excellent Progress,Paid,Yes
T00807,2026-03-29,C0125,D0166,S002,,356.25,94.54,261.71,0.0,1.09,21.8,5,Excellent Progress,Paid,Yes
T00808,2026-03-19,C0125,D0166,S005,,42.75,13.71,29.04,0.05,1.05,19.3,5,Excellent Progress,Paid,No
T00809,2026-04-14,C0125,D0165,S010,,19.0,6.89,12.11,0.05,0.59,19.3,5,Completed Goals,Paid,No
T00810,2026-05-15,C0125,D0165,S014,,65.0,24.64,40.36,0.0,6.33,14.9,5,Completed Goals,Paid,No
T00811,2025-10-21,C0125,D0166,S005,,45.0,13.4,31.6,0.0,0.86,17.0,5,Completed Goals,Paid,No
T00812,2025-10-15,C0125,D0166,S010,,20.0,7.41,12.59,0.0,0.55,20.0,5,Excellent Progress,Paid,Yes
